purchase_id,medicine_id,shop_id,supplier_name,purchase_date,quantity,cost_price
PUR7169,MED2791,SHOP3107,ABC Suppliers,2024-02-27,44,209
PUR7170,MED2603,SHOP3045,MedLink,2019-11-17,76,218
PUR7171,MED2900,SHOP3091,ABC Suppliers,2019-06-01,52,76
PUR7172,MED2849,SHOP3086,ABC Suppliers,2021-07-06,53,252
PUR7173,MED2236,SHOP3000,ABC Suppliers,2023-11-26,81,176
PUR7174,MED2970,SHOP3052,MedLink,2021-04-17,79,184
PUR7175,MED2827,SHOP3099,ABC Suppliers,2019-03-04,15,186
PUR7176,MED2330,SHOP3014,LifeLine,2022-11-08,53,157
PUR7177,MED2509,SHOP3058,ABC Suppliers,2024-09-28,53,261
PUR7178,MED2282,SHOP3028,ABC Suppliers,2023-08-26,17,176
PUR7179,MED2665,SHOP3050,MedLink,2023-06-26,35,219
PUR7180,MED2868,SHOP3088,ABC Suppliers,2019-09-16,79,213
PUR7181,MED2641,SHOP3092,MedLink,2024-12-24,52,218
PUR7182,MED2199,SHOP3134,ABC Suppliers,2024-03-19,57,272
PUR7183,MED2109,SHOP3146,MedLink,2021-05-27,43,107
PUR7184,MED2249,SHOP3103,HealthCorp,2022-03-09,37,190
PUR7185,MED2633,SHOP3060,ABC Suppliers,2025-08-28,53,206
PUR7186,MED2081,SHOP3053,LifeLine,2023-02-17,36,142
PUR7187,MED2760,SHOP3085,MedLink,2020-09-02,48,189
PUR7188,MED2696,SHOP3085,HealthCorp,2019-03-16,97,295
PUR7189,MED2125,SHOP3102,ABC Suppliers,2022-03-10,44,203
PUR7190,MED2643,SHOP3142,ABC Suppliers,2024-08-26,36,214
PUR7191,MED2586,SHOP3010,MedLink,2024-10-02,23,173
PUR7192,MED2116,SHOP3067,LifeLine,2020-02-05,47,210
PUR7193,MED2678,SHOP3089,MedLink,2022-10-28,69,135
PUR7194,MED2327,SHOP3071,LifeLine,2025-02-22,12,253
PUR7195,MED2904,SHOP3067,MedLink,2023-04-24,91,205
PUR7196,MED2525,SHOP3146,HealthCorp,2021-08-24,46,236
PUR7197,MED2899,SHOP3017,MedLink,2022-12-06,113,179
PUR7198,MED2086,SHOP3001,LifeLine,2021-08-05,80,174
PUR7199,MED2085,SHOP3105,HealthCorp,2019-09-08,73,180
PUR7200,MED2474,SHOP3070,LifeLine,2021-09-02,47,95
PUR7201,MED2715,SHOP3108,HealthCorp,2022-01-24,45,186
PUR7202,MED2463,SHOP3020,HealthCorp,2019-10-21,3,208
PUR7203,MED2668,SHOP3146,HealthCorp,2025-06-04,23,246
PUR7204,MED2121,SHOP3026,LifeLine,2019-07-02,54,249
PUR7205,MED2881,SHOP3071,MedLink,2023-09-01,50,177
PUR7206,MED2528,SHOP3135,MedLink,2023-08-19,42,158
PUR7207,MED2563,SHOP3081,LifeLine,2022-08-26,40,319
PUR7208,MED2886,SHOP3097,MedLink,2019-11-25,34,175
PUR7209,MED2159,SHOP3000,ABC Suppliers,2022-01-08,89,227
PUR7210,MED2158,SHOP3091,ABC Suppliers,2020-01-05,102,196
PUR7211,MED2338,SHOP3044,LifeLine,2019-01-28,48,201
PUR7212,MED2278,SHOP3054,MedLink,2022-08-21,55,205
PUR7213,MED2985,SHOP3108,ABC Suppliers,2023-09-22,33,228
PUR7214,MED2534,SHOP3131,LifeLine,2022-06-29,47,255
PUR7215,MED2283,SHOP3024,LifeLine,2020-02-02,57,148
PUR7216,MED2455,SHOP3006,LifeLine,2023-07-23,45,358
PUR7217,MED2416,SHOP3087,LifeLine,2020-02-06,60,150
PUR7218,MED2950,SHOP3010,ABC Suppliers,2022-10-28,41,184
PUR7219,MED2798,SHOP3142,LifeLine,2019-08-21,27,239
PUR7220,MED2854,SHOP3080,LifeLine,2022-12-02,13,178
PUR7221,MED2103,SHOP3026,ABC Suppliers,2025-08-30,70,177
PUR7222,MED2455,SHOP3033,ABC Suppliers,2022-03-20,57,181
PUR7223,MED2960,SHOP3085,MedLink,2022-12-04,64,224
PUR7224,MED2992,SHOP3056,ABC Suppliers,2023-03-22,8,269
PUR7225,MED2935,SHOP3039,ABC Suppliers,2020-03-17,55,165
PUR7226,MED2569,SHOP3053,HealthCorp,2021-02-17,48,148
PUR7227,MED2051,SHOP3010,ABC Suppliers,2025-07-02,67,211
PUR7228,MED2677,SHOP3004,ABC Suppliers,2025-04-19,35,156
PUR7229,MED2412,SHOP3031,MedLink,2020-11-27,46,157
PUR7230,MED2952,SHOP3094,LifeLine,2021-10-24,42,133
PUR7231,MED2643,SHOP3116,HealthCorp,2019-05-30,71,261
PUR7232,MED2432,SHOP3010,MedLink,2024-02-15,56,223
PUR7233,MED2336,SHOP3026,ABC Suppliers,2023-05-21,56,51
PUR7234,MED2922,SHOP3068,LifeLine,2021-07-15,46,183
PUR7235,MED2675,SHOP3061,ABC Suppliers,2024-11-14,42,183
PUR7236,MED2617,SHOP3096,ABC Suppliers,2020-09-26,43,119
PUR7237,MED2026,SHOP3033,LifeLine,2022-09-08,82,195
PUR7238,MED2361,SHOP3014,ABC Suppliers,2024-01-29,80,236
PUR7239,MED2549,SHOP3042,ABC Suppliers,2020-12-02,45,211
PUR7240,MED2586,SHOP3100,ABC Suppliers,2022-10-12,38,173
PUR7241,MED2566,SHOP3055,HealthCorp,2023-08-15,90,217
PUR7242,MED2549,SHOP3145,MedLink,2019-05-08,59,168
PUR7243,MED2964,SHOP3053,MedLink,2023-02-08,83,186
PUR7244,MED2237,SHOP3037,HealthCorp,2023-01-24,34,232
PUR7245,MED2659,SHOP3110,HealthCorp,2024-04-04,23,190
PUR7246,MED2012,SHOP3147,HealthCorp,2022-11-21,37,157
PUR7247,MED2279,SHOP3113,MedLink,2023-02-12,44,143
PUR7248,MED2575,SHOP3038,LifeLine,2021-08-15,70,113
PUR7249,MED2315,SHOP3030,MedLink,2024-05-26,45,188
PUR7250,MED2896,SHOP3031,LifeLine,2024-11-06,27,128
PUR7251,MED2331,SHOP3066,MedLink,2023-09-16,62,161
PUR7252,MED2306,SHOP3111,ABC Suppliers,2022-10-18,47,239
PUR7253,MED2763,SHOP3009,MedLink,2024-10-30,46,206
PUR7254,MED2217,SHOP3076,LifeLine,2019-03-02,49,264
PUR7255,MED2213,SHOP3106,LifeLine,2022-05-01,51,225
PUR7256,MED2479,SHOP3085,ABC Suppliers,2021-05-12,82,199
PUR7257,MED2565,SHOP3149,LifeLine,2020-05-10,55,238
PUR7258,MED2422,SHOP3108,HealthCorp,2021-01-14,45,182
PUR7259,MED2975,SHOP3048,LifeLine,2019-05-08,32,176
PUR7260,MED2084,SHOP3119,ABC Suppliers,2023-04-17,48,106
PUR7261,MED2611,SHOP3113,ABC Suppliers,2021-03-26,30,251
PUR7262,MED2746,SHOP3108,MedLink,2021-01-20,43,221
PUR7263,MED2649,SHOP3075,LifeLine,2019-01-23,45,241
PUR7264,MED2890,SHOP3073,MedLink,2023-04-26,32,203
PUR7265,MED2696,SHOP3086,ABC Suppliers,2025-06-07,49,243
PUR7266,MED2870,SHOP3131,HealthCorp,2024-10-31,68,170
PUR7267,MED2179,SHOP3022,LifeLine,2022-07-03,48,236
PUR7268,MED2209,SHOP3027,HealthCorp,2024-09-06,57,217
PUR7269,MED2402,SHOP3082,ABC Suppliers,2023-01-19,26,186
PUR7270,MED2567,SHOP3057,HealthCorp,2023-07-23,52,179
PUR7271,MED2085,SHOP3141,HealthCorp,2021-12-29,67,182
PUR7272,MED2854,SHOP3145,ABC Suppliers,2021-12-09,61,117
PUR7273,MED2847,SHOP3137,MedLink,2023-10-17,50,125
PUR7274,MED2776,SHOP3011,ABC Suppliers,2023-07-04,14,195
PUR7275,MED2013,SHOP3059,LifeLine,2020-01-26,40,179
PUR7276,MED2667,SHOP3083,HealthCorp,2025-07-17,47,229
PUR7277,MED2855,SHOP3022,HealthCorp,2024-04-20,57,234
PUR7278,MED2135,SHOP3016,MedLink,2019-09-26,59,392
PUR7279,MED2400,SHOP3143,MedLink,2022-02-09,80,157
PUR7280,MED2815,SHOP3044,LifeLine,2021-04-29,53,210
PUR7281,MED2987,SHOP3102,MedLink,2021-07-15,53,127
PUR7282,MED2870,SHOP3048,LifeLine,2022-09-24,82,201
PUR7283,MED2867,SHOP3094,MedLink,2023-09-23,102,264
PUR7284,MED2386,SHOP3053,HealthCorp,2022-03-09,78,181
PUR7285,MED2254,SHOP3008,MedLink,2019-08-26,39,251
PUR7286,MED2335,SHOP3043,MedLink,2022-02-04,36,217
PUR7287,MED2015,SHOP3136,MedLink,2021-11-22,91,147
PUR7288,MED2823,SHOP3135,HealthCorp,2020-11-22,72,221
PUR7289,MED2248,SHOP3039,MedLink,2019-05-19,41,200
PUR7290,MED2305,SHOP3109,ABC Suppliers,2020-01-29,71,244
PUR7291,MED2893,SHOP3055,ABC Suppliers,2024-03-23,30,159
PUR7292,MED2371,SHOP3121,HealthCorp,2024-01-02,55,205
PUR7293,MED2059,SHOP3120,LifeLine,2024-03-27,62,207
PUR7294,MED2912,SHOP3067,ABC Suppliers,2024-01-25,33,199
PUR7295,MED2078,SHOP3025,LifeLine,2023-04-08,43,147
PUR7296,MED2935,SHOP3108,ABC Suppliers,2019-05-11,9,179
PUR7297,MED2650,SHOP3002,ABC Suppliers,2022-12-19,0,136
PUR7298,MED2208,SHOP3123,LifeLine,2023-06-25,67,169
PUR7299,MED2597,SHOP3013,HealthCorp,2020-10-31,75,133
PUR7300,MED2220,SHOP3014,LifeLine,2023-04-08,63,297
PUR7301,MED2301,SHOP3106,HealthCorp,2023-11-29,57,317
PUR7302,MED2806,SHOP3110,LifeLine,2025-06-21,63,273
PUR7303,MED2991,SHOP3020,MedLink,2021-06-25,53,155
PUR7304,MED2367,SHOP3115,LifeLine,2020-07-16,41,148
PUR7305,MED2267,SHOP3090,ABC Suppliers,2020-08-14,67,255
PUR7306,MED2391,SHOP3113,HealthCorp,2022-02-03,18,242
PUR7307,MED2378,SHOP3131,MedLink,2020-11-02,52,128
PUR7308,MED2720,SHOP3073,LifeLine,2025-03-18,64,193
PUR7309,MED2175,SHOP3072,HealthCorp,2024-12-11,39,242
PUR7310,MED2324,SHOP3086,LifeLine,2024-01-17,7,247
PUR7311,MED2905,SHOP3143,LifeLine,2021-06-17,38,198
PUR7312,MED2919,SHOP3015,ABC Suppliers,2019-10-08,26,139
PUR7313,MED2848,SHOP3003,LifeLine,2023-08-06,62,145
PUR7314,MED2883,SHOP3063,LifeLine,2022-08-11,47,192
PUR7315,MED2323,SHOP3140,LifeLine,2020-11-06,38,134
PUR7316,MED2235,SHOP3022,HealthCorp,2023-10-10,51,263
PUR7317,MED2694,SHOP3084,MedLink,2019-01-02,39,154
PUR7318,MED2687,SHOP3016,LifeLine,2021-05-04,14,208
PUR7319,MED2613,SHOP3041,LifeLine,2022-11-26,72,218
PUR7320,MED2303,SHOP3112,HealthCorp,2024-08-16,54,215
PUR7321,MED2941,SHOP3071,ABC Suppliers,2022-11-24,63,230
PUR7322,MED2787,SHOP3060,ABC Suppliers,2025-06-23,41,226
PUR7323,MED2975,SHOP3034,ABC Suppliers,2022-08-31,55,190
PUR7324,MED2573,SHOP3109,ABC Suppliers,2023-01-18,36,169
PUR7325,MED2017,SHOP3030,LifeLine,2021-10-26,111,189
PUR7326,MED2652,SHOP3122,MedLink,2023-04-20,55,110
PUR7327,MED2261,SHOP3070,HealthCorp,2022-08-11,51,264
PUR7328,MED2442,SHOP3085,LifeLine,2022-05-05,60,189
PUR7329,MED2037,SHOP3026,HealthCorp,2022-12-17,61,250
PUR7330,MED2323,SHOP3080,LifeLine,2023-08-15,61,183
PUR7331,MED2221,SHOP3113,HealthCorp,2023-06-06,64,161
PUR7332,MED2716,SHOP3074,HealthCorp,2019-11-22,43,131
PUR7333,MED2860,SHOP3023,MedLink,2022-09-30,79,223
PUR7334,MED2622,SHOP3124,LifeLine,2023-10-27,50,285
PUR7335,MED2145,SHOP3094,MedLink,2020-04-12,38,272
PUR7336,MED2942,SHOP3033,LifeLine,2021-06-15,64,144
PUR7337,MED2750,SHOP3080,HealthCorp,2021-09-05,41,230
PUR7338,MED2305,SHOP3055,LifeLine,2020-03-24,85,213
PUR7339,MED2710,SHOP3079,LifeLine,2021-11-27,46,212
PUR7340,MED2064,SHOP3070,MedLink,2021-11-23,77,230
PUR7341,MED2399,SHOP3012,ABC Suppliers,2021-10-01,37,251
PUR7342,MED2105,SHOP3042,LifeLine,2023-04-16,41,216
PUR7343,MED2059,SHOP3117,ABC Suppliers,2023-07-06,15,218
PUR7344,MED2834,SHOP3066,HealthCorp,2019-08-13,33,270
PUR7345,MED2150,SHOP3074,ABC Suppliers,2020-02-02,84,150
PUR7346,MED2387,SHOP3038,LifeLine,2022-02-21,59,149
PUR7347,MED2100,SHOP3030,HealthCorp,2020-02-18,48,158
PUR7348,MED2784,SHOP3073,HealthCorp,2024-11-04,81,227
PUR7349,MED2126,SHOP3087,LifeLine,2019-04-04,70,135
PUR7350,MED2762,SHOP3059,MedLink,2025-05-26,57,176
PUR7351,MED2122,SHOP3071,HealthCorp,2020-07-26,20,108
PUR7352,MED2151,SHOP3116,ABC Suppliers,2023-01-23,19,215
PUR7353,MED2244,SHOP3047,HealthCorp,2024-12-20,66,68
PUR7354,MED2658,SHOP3057,ABC Suppliers,2021-01-01,64,178
PUR7355,MED2664,SHOP3134,HealthCorp,2022-11-01,35,276
PUR7356,MED2452,SHOP3098,MedLink,2023-08-08,59,153
PUR7357,MED2532,SHOP3110,ABC Suppliers,2020-02-23,51,218
PUR7358,MED2685,SHOP3127,MedLink,2024-11-22,47,156
PUR7359,MED2037,SHOP3145,HealthCorp,2020-09-25,35,193
PUR7360,MED2465,SHOP3120,HealthCorp,2021-11-28,15,218
PUR7361,MED2935,SHOP3086,ABC Suppliers,2022-04-02,64,199
PUR7362,MED2221,SHOP3131,ABC Suppliers,2021-09-10,45,215
PUR7363,MED2958,SHOP3048,MedLink,2019-04-06,26,146
PUR7364,MED2197,SHOP3080,ABC Suppliers,2021-08-02,65,161
PUR7365,MED2428,SHOP3061,LifeLine,2019-04-05,47,221
PUR7366,MED2891,SHOP3006,ABC Suppliers,2022-08-01,79,158
PUR7367,MED2903,SHOP3087,HealthCorp,2024-03-27,41,239
PUR7368,MED2279,SHOP3096,LifeLine,2021-09-20,41,185
PUR7369,MED2211,SHOP3145,LifeLine,2020-07-18,27,155
PUR7370,MED2210,SHOP3050,HealthCorp,2021-01-07,74,227
PUR7371,MED2030,SHOP3042,HealthCorp,2021-05-02,63,206
PUR7372,MED2927,SHOP3124,MedLink,2020-07-11,65,261
PUR7373,MED2820,SHOP3118,HealthCorp,2019-06-26,56,197
PUR7374,MED2485,SHOP3045,MedLink,2024-07-09,47,270
PUR7375,MED2326,SHOP3047,ABC Suppliers,2024-10-04,65,204
PUR7376,MED2042,SHOP3109,HealthCorp,2024-04-28,26,196
PUR7377,MED2645,SHOP3022,ABC Suppliers,2022-08-18,26,109
PUR7378,MED2323,SHOP3083,ABC Suppliers,2025-01-17,80,288
PUR7379,MED2143,SHOP3130,HealthCorp,2024-04-01,39,154
PUR7380,MED2253,SHOP3075,HealthCorp,2021-10-30,55,140
PUR7381,MED2919,SHOP3007,LifeLine,2025-03-29,57,136
PUR7382,MED2574,SHOP3143,MedLink,2024-12-15,60,304
PUR7383,MED2517,SHOP3102,HealthCorp,2021-07-25,15,284
PUR7384,MED2174,SHOP3052,MedLink,2020-06-15,5,234
PUR7385,MED2690,SHOP3061,HealthCorp,2021-12-25,60,224
PUR7386,MED2173,SHOP3008,HealthCorp,2023-08-10,36,215
PUR7387,MED2126,SHOP3022,ABC Suppliers,2021-10-12,69,176
PUR7388,MED2060,SHOP3072,ABC Suppliers,2024-06-30,20,190
PUR7389,MED2648,SHOP3014,MedLink,2019-07-14,65,242
PUR7390,MED2849,SHOP3049,HealthCorp,2020-03-14,89,200
PUR7391,MED2247,SHOP3029,HealthCorp,2022-12-03,71,102
PUR7392,MED2143,SHOP3060,LifeLine,2025-08-06,50,265
PUR7393,MED2752,SHOP3127,ABC Suppliers,2023-12-10,19,156
PUR7394,MED2665,SHOP3071,ABC Suppliers,2024-12-21,66,251
PUR7395,MED2718,SHOP3053,LifeLine,2023-03-14,94,207
PUR7396,MED2689,SHOP3102,LifeLine,2020-05-16,75,147
PUR7397,MED2638,SHOP3009,MedLink,2025-04-30,36,193
PUR7398,MED2479,SHOP3044,LifeLine,2022-07-10,69,146
PUR7399,MED2658,SHOP3117,MedLink,2021-05-14,46,274
PUR7400,MED2316,SHOP3131,MedLink,2022-02-11,64,211
PUR7401,MED2481,SHOP3127,HealthCorp,2019-07-20,51,167
PUR7402,MED2433,SHOP3039,ABC Suppliers,2020-03-23,61,230
PUR7403,MED2467,SHOP3005,ABC Suppliers,2021-10-22,42,284
PUR7404,MED2003,SHOP3064,HealthCorp,2021-08-05,9,191
PUR7405,MED2502,SHOP3126,HealthCorp,2023-06-26,51,202
PUR7406,MED2137,SHOP3095,HealthCorp,2024-07-19,33,214
PUR7407,MED2489,SHOP3144,ABC Suppliers,2024-04-26,67,237
PUR7408,MED2995,SHOP3007,ABC Suppliers,2021-10-24,53,227
PUR7409,MED2156,SHOP3144,MedLink,2020-12-07,44,171
PUR7410,MED2354,SHOP3109,ABC Suppliers,2022-01-24,42,101
PUR7411,MED2692,SHOP3106,LifeLine,2023-01-16,38,229
PUR7412,MED2419,SHOP3124,LifeLine,2020-06-19,43,299
PUR7413,MED2135,SHOP3028,ABC Suppliers,2022-08-01,53,237
PUR7414,MED2330,SHOP3042,ABC Suppliers,2022-03-30,55,312
PUR7415,MED2401,SHOP3069,LifeLine,2022-11-27,52,205
PUR7416,MED2021,SHOP3041,LifeLine,2024-06-05,62,114
PUR7417,MED2108,SHOP3041,LifeLine,2023-11-21,43,186
PUR7418,MED2544,SHOP3143,HealthCorp,2021-12-29,13,240
PUR7419,MED2641,SHOP3143,LifeLine,2025-08-29,97,248
PUR7420,MED2391,SHOP3027,LifeLine,2025-07-04,42,150
PUR7421,MED2356,SHOP3078,LifeLine,2024-12-26,58,201
PUR7422,MED2998,SHOP3065,HealthCorp,2022-10-18,48,171
PUR7423,MED2113,SHOP3021,LifeLine,2025-02-22,27,116
PUR7424,MED2820,SHOP3108,HealthCorp,2022-02-23,60,161
PUR7425,MED2001,SHOP3058,ABC Suppliers,2021-05-23,11,208
PUR7426,MED2399,SHOP3066,MedLink,2020-02-24,26,178
PUR7427,MED2161,SHOP3051,ABC Suppliers,2022-06-10,53,172
PUR7428,MED2660,SHOP3132,HealthCorp,2024-12-25,75,237
PUR7429,MED2134,SHOP3088,LifeLine,2025-06-24,37,265
PUR7430,MED2320,SHOP3042,MedLink,2021-12-04,20,219
PUR7431,MED2313,SHOP3125,LifeLine,2022-04-29,60,181
PUR7432,MED2136,SHOP3137,MedLink,2022-08-21,50,209
PUR7433,MED2431,SHOP3096,MedLink,2022-01-16,70,149
PUR7434,MED2695,SHOP3100,LifeLine,2023-05-12,46,166
PUR7435,MED2041,SHOP3081,HealthCorp,2024-02-26,41,285
PUR7436,MED2237,SHOP3017,MedLink,2019-06-10,78,253
PUR7437,MED2359,SHOP3126,LifeLine,2023-12-09,40,238
PUR7438,MED2889,SHOP3069,HealthCorp,2024-11-27,23,202
PUR7439,MED2201,SHOP3143,HealthCorp,2019-12-29,47,107
PUR7440,MED2786,SHOP3009,MedLink,2025-08-29,18,174
PUR7441,MED2490,SHOP3027,LifeLine,2020-09-13,83,195
PUR7442,MED2020,SHOP3091,HealthCorp,2019-05-08,44,100
PUR7443,MED2728,SHOP3068,MedLink,2021-02-19,77,187
PUR7444,MED2771,SHOP3124,MedLink,2023-09-03,43,222
PUR7445,MED2237,SHOP3078,MedLink,2022-07-31,17,177
PUR7446,MED2841,SHOP3025,ABC Suppliers,2024-03-20,74,235
PUR7447,MED2209,SHOP3140,MedLink,2025-01-19,42,138
PUR7448,MED2517,SHOP3027,ABC Suppliers,2020-06-17,32,175
PUR7449,MED2226,SHOP3070,HealthCorp,2019-09-09,59,207
PUR7450,MED2331,SHOP3005,MedLink,2020-01-23,28,175
PUR7451,MED2893,SHOP3031,HealthCorp,2024-04-26,23,204
PUR7452,MED2166,SHOP3056,MedLink,2025-04-18,45,203
PUR7453,MED2849,SHOP3018,HealthCorp,2020-11-22,78,230
PUR7454,MED2149,SHOP3083,ABC Suppliers,2023-09-13,50,220
PUR7455,MED2852,SHOP3096,MedLink,2025-01-07,63,166
PUR7456,MED2138,SHOP3084,ABC Suppliers,2019-06-28,62,209
PUR7457,MED2476,SHOP3146,LifeLine,2024-11-02,41,164
PUR7458,MED2633,SHOP3087,ABC Suppliers,2024-07-29,14,186
PUR7459,MED2440,SHOP3063,HealthCorp,2024-12-16,46,177
PUR7460,MED2799,SHOP3119,MedLink,2020-06-10,38,223
PUR7461,MED2435,SHOP3054,LifeLine,2019-04-01,21,212
PUR7462,MED2651,SHOP3069,ABC Suppliers,2021-12-07,29,200
PUR7463,MED2075,SHOP3018,ABC Suppliers,2019-04-23,65,231
PUR7464,MED2371,SHOP3031,HealthCorp,2019-04-12,28,217
PUR7465,MED2536,SHOP3064,MedLink,2020-07-30,49,167
PUR7466,MED2360,SHOP3124,LifeLine,2023-07-19,77,168
PUR7467,MED2488,SHOP3000,HealthCorp,2021-11-15,36,195
PUR7468,MED2137,SHOP3027,HealthCorp,2022-04-04,34,282
PUR7469,MED2639,SHOP3003,MedLink,2022-01-21,52,212
PUR7470,MED2850,SHOP3074,ABC Suppliers,2025-03-04,68,149
PUR7471,MED2960,SHOP3143,ABC Suppliers,2023-06-24,56,306
PUR7472,MED2560,SHOP3041,HealthCorp,2022-09-02,27,214
PUR7473,MED2304,SHOP3115,LifeLine,2024-11-09,41,188
PUR7474,MED2562,SHOP3125,HealthCorp,2025-04-13,65,301
PUR7475,MED2130,SHOP3065,LifeLine,2022-08-25,0,273
PUR7476,MED2267,SHOP3118,ABC Suppliers,2022-01-17,73,199
PUR7477,MED2909,SHOP3132,ABC Suppliers,2020-03-18,101,181
PUR7478,MED2686,SHOP3050,HealthCorp,2023-11-16,98,193
PUR7479,MED2933,SHOP3071,ABC Suppliers,2019-05-10,30,218
PUR7480,MED2221,SHOP3140,ABC Suppliers,2020-07-05,24,196
PUR7481,MED2747,SHOP3021,LifeLine,2023-07-04,46,192
PUR7482,MED2969,SHOP3107,LifeLine,2019-08-07,41,213
PUR7483,MED2077,SHOP3042,MedLink,2021-04-14,45,183
PUR7484,MED2633,SHOP3025,LifeLine,2020-02-21,41,164
PUR7485,MED2607,SHOP3096,MedLink,2020-06-02,36,185
PUR7486,MED2311,SHOP3134,ABC Suppliers,2023-03-25,50,298
PUR7487,MED2354,SHOP3111,HealthCorp,2022-08-13,38,204
PUR7488,MED2559,SHOP3121,HealthCorp,2019-01-04,29,216
PUR7489,MED2262,SHOP3035,LifeLine,2023-08-22,46,197
PUR7490,MED2788,SHOP3117,LifeLine,2019-09-27,-1,245
PUR7491,MED2129,SHOP3115,ABC Suppliers,2022-06-16,63,197
PUR7492,MED2921,SHOP3128,HealthCorp,2022-04-09,46,214
PUR7493,MED2306,SHOP3014,MedLink,2019-11-25,60,353
PUR7494,MED2901,SHOP3039,MedLink,2022-10-04,4,99
PUR7495,MED2015,SHOP3029,ABC Suppliers,2022-01-20,79,146
PUR7496,MED2364,SHOP3072,LifeLine,2021-01-02,34,173
PUR7497,MED2521,SHOP3046,LifeLine,2024-10-24,95,218
PUR7498,MED2696,SHOP3048,MedLink,2021-11-25,51,153
PUR7499,MED2658,SHOP3030,LifeLine,2020-11-12,52,307
PUR7500,MED2639,SHOP3012,ABC Suppliers,2025-02-25,60,256
PUR7501,MED2584,SHOP3070,HealthCorp,2022-05-01,60,226
PUR7502,MED2526,SHOP3001,HealthCorp,2023-01-28,80,209
PUR7503,MED2355,SHOP3127,LifeLine,2023-02-04,-11,151
PUR7504,MED2364,SHOP3024,HealthCorp,2024-09-10,51,189
PUR7505,MED2346,SHOP3082,LifeLine,2020-06-16,30,91
PUR7506,MED2613,SHOP3059,MedLink,2024-09-20,27,177
PUR7507,MED2302,SHOP3036,LifeLine,2021-10-12,87,166
PUR7508,MED2394,SHOP3069,ABC Suppliers,2019-12-01,40,257
PUR7509,MED2896,SHOP3027,HealthCorp,2020-02-10,71,248
PUR7510,MED2883,SHOP3031,MedLink,2022-08-08,58,206
PUR7511,MED2386,SHOP3099,MedLink,2022-03-26,14,178
PUR7512,MED2704,SHOP3071,LifeLine,2021-12-09,39,268
PUR7513,MED2628,SHOP3082,MedLink,2023-07-22,26,159
PUR7514,MED2163,SHOP3136,MedLink,2023-08-22,51,167
PUR7515,MED2157,SHOP3052,HealthCorp,2021-01-06,79,222
PUR7516,MED2217,SHOP3080,ABC Suppliers,2020-01-23,63,247
PUR7517,MED2445,SHOP3013,MedLink,2020-06-12,74,152
PUR7518,MED2438,SHOP3060,LifeLine,2020-05-18,45,82
PUR7519,MED2920,SHOP3145,ABC Suppliers,2019-12-02,83,209
PUR7520,MED2269,SHOP3033,LifeLine,2024-01-24,5,112
PUR7521,MED2385,SHOP3089,ABC Suppliers,2021-11-07,81,211
PUR7522,MED2905,SHOP3085,HealthCorp,2024-03-12,76,123
PUR7523,MED2133,SHOP3064,MedLink,2021-11-04,60,146
PUR7524,MED2252,SHOP3131,ABC Suppliers,2024-03-08,101,180
PUR7525,MED2972,SHOP3012,HealthCorp,2019-05-08,58,207
PUR7526,MED2642,SHOP3076,HealthCorp,2020-07-09,38,209
PUR7527,MED2989,SHOP3131,LifeLine,2019-05-31,31,365
PUR7528,MED2791,SHOP3033,LifeLine,2025-01-30,53,231
PUR7529,MED2892,SHOP3027,LifeLine,2024-01-20,56,58
PUR7530,MED2173,SHOP3001,LifeLine,2022-08-29,47,229
PUR7531,MED2608,SHOP3002,ABC Suppliers,2021-03-05,59,175
PUR7532,MED2807,SHOP3009,MedLink,2023-07-03,78,216
PUR7533,MED2481,SHOP3056,HealthCorp,2021-10-13,78,192
PUR7534,MED2357,SHOP3083,HealthCorp,2019-08-05,45,221
PUR7535,MED2234,SHOP3148,ABC Suppliers,2023-10-25,27,206
PUR7536,MED2469,SHOP3033,HealthCorp,2024-01-15,46,143
PUR7537,MED2299,SHOP3083,HealthCorp,2021-01-18,56,145
PUR7538,MED2183,SHOP3127,ABC Suppliers,2025-02-20,45,202
PUR7539,MED2750,SHOP3093,HealthCorp,2019-07-29,88,130
PUR7540,MED2903,SHOP3058,MedLink,2023-07-29,90,169
PUR7541,MED2160,SHOP3008,MedLink,2021-04-06,49,198
PUR7542,MED2182,SHOP3139,LifeLine,2024-11-27,48,221
PUR7543,MED2405,SHOP3097,MedLink,2022-04-18,22,200
PUR7544,MED2835,SHOP3033,HealthCorp,2024-11-18,70,189
PUR7545,MED2122,SHOP3113,ABC Suppliers,2020-09-02,19,316
PUR7546,MED2319,SHOP3021,HealthCorp,2023-07-14,63,210
PUR7547,MED2910,SHOP3024,LifeLine,2019-05-20,81,185
PUR7548,MED2535,SHOP3011,LifeLine,2022-08-25,34,142
PUR7549,MED2412,SHOP3053,ABC Suppliers,2021-05-10,52,194
PUR7550,MED2880,SHOP3001,HealthCorp,2025-07-16,47,240
PUR7551,MED2528,SHOP3084,LifeLine,2022-08-12,58,194
PUR7552,MED2034,SHOP3026,ABC Suppliers,2019-11-21,44,198
PUR7553,MED2219,SHOP3002,ABC Suppliers,2023-10-24,48,275
PUR7554,MED2556,SHOP3068,ABC Suppliers,2024-11-21,22,131
PUR7555,MED2858,SHOP3125,HealthCorp,2020-12-24,36,257
PUR7556,MED2155,SHOP3021,ABC Suppliers,2025-03-07,24,203
PUR7557,MED2893,SHOP3079,HealthCorp,2021-07-02,14,138
