stock_id,shop_id,medicine_id,available_units,last_updated
STK13124,SHOP3039,MED2259,49,2023-08-19
STK13125,SHOP3090,MED2900,32,2022-12-27
STK13126,SHOP3088,MED2992,31,2019-06-23
STK13127,SHOP3109,MED2855,51,2022-03-04
STK13128,SHOP3099,MED2356,37,2019-07-29
STK13129,SHOP3018,MED2282,25,2019-08-04
STK13130,SHOP3135,MED2434,11,2023-06-26
STK13131,SHOP3078,MED2981,37,2025-08-07
STK13132,SHOP3113,MED2831,37,2019-02-28
STK13133,SHOP3005,MED2999,34,2019-01-06
STK13134,SHOP3132,MED2146,26,2025-03-06
STK13135,SHOP3081,MED2497,39,2023-12-23
STK13136,SHOP3100,MED2213,61,2025-06-14
STK13137,SHOP3135,MED2467,58,2020-05-15
STK13138,SHOP3084,MED2094,34,2023-08-23
STK13139,SHOP3084,MED2734,20,2021-09-02
STK13140,SHOP3140,MED2772,44,2024-10-29
STK13141,SHOP3148,MED2293,5,2025-06-30
STK13142,SHOP3054,MED2062,7,2021-11-29
STK13143,SHOP3015,MED2842,1,2025-01-22
STK13144,SHOP3024,MED2808,36,2022-12-27
STK13145,SHOP3117,MED2614,45,2022-08-08
STK13146,SHOP3057,MED2516,11,2019-04-03
STK13147,SHOP3076,MED2213,22,2024-07-06
STK13148,SHOP3001,MED2281,24,2023-09-20
STK13149,SHOP3112,MED2880,40,2023-09-17
STK13150,SHOP3138,MED2502,39,2019-11-07
STK13151,SHOP3030,MED2982,32,2021-09-25
STK13152,SHOP3113,MED2864,11,2021-10-15
STK13153,SHOP3059,MED2536,18,2021-12-12
STK13154,SHOP3065,MED2757,59,2025-05-30
STK13155,SHOP3000,MED2893,6,2023-01-30
STK13156,SHOP3099,MED2267,10,2022-01-07
STK13157,SHOP3109,MED2507,27,2019-09-03
STK13158,SHOP3096,MED2536,4,2023-10-07
STK13159,SHOP3061,MED2521,28,2022-05-16
STK13160,SHOP3095,MED2074,25,2025-05-05
STK13161,SHOP3097,MED2930,19,2023-08-27
STK13162,SHOP3144,MED2889,20,2020-10-19
STK13163,SHOP3098,MED2883,53,2021-01-26
STK13164,SHOP3147,MED2319,10,2020-02-03
STK13165,SHOP3037,MED2900,24,2024-10-14
STK13166,SHOP3104,MED2223,17,2020-01-04
STK13167,SHOP3149,MED2526,27,2023-12-06
STK13168,SHOP3064,MED2686,47,2024-07-07
STK13169,SHOP3021,MED2180,20,2019-12-05
STK13170,SHOP3034,MED2171,52,2021-03-13
STK13171,SHOP3127,MED2060,32,2023-11-07
STK13172,SHOP3081,MED2043,0,2025-04-30
STK13173,SHOP3082,MED2776,48,2022-04-02
STK13174,SHOP3003,MED2579,33,2022-04-04
STK13175,SHOP3017,MED2381,49,2022-06-17
STK13176,SHOP3024,MED2494,52,2025-07-01
STK13177,SHOP3000,MED2488,42,2022-05-13
STK13178,SHOP3020,MED2712,30,2023-02-12
STK13179,SHOP3036,MED2093,66,2024-05-25
STK13180,SHOP3012,MED2559,26,2020-12-02
STK13181,SHOP3122,MED2880,25,2020-12-23
STK13182,SHOP3075,MED2031,50,2023-03-02
STK13183,SHOP3094,MED2083,24,2020-03-25
STK13184,SHOP3056,MED2272,24,2020-04-22
STK13185,SHOP3023,MED2487,42,2025-03-29
STK13186,SHOP3091,MED2018,42,2022-08-01
STK13187,SHOP3128,MED2385,21,2020-04-18
STK13188,SHOP3117,MED2028,14,2022-02-25
STK13189,SHOP3060,MED2379,31,2019-07-25
STK13190,SHOP3084,MED2708,41,2023-07-04
STK13191,SHOP3028,MED2829,47,2025-03-02
STK13192,SHOP3147,MED2188,18,2024-07-02
STK13193,SHOP3133,MED2396,51,2025-04-21
STK13194,SHOP3005,MED2166,38,2024-01-14
STK13195,SHOP3062,MED2031,45,2024-07-06
STK13196,SHOP3143,MED2256,23,2019-01-03
STK13197,SHOP3091,MED2798,30,2022-01-07
STK13198,SHOP3111,MED2813,32,2019-11-16
STK13199,SHOP3087,MED2084,22,2023-05-10
STK13200,SHOP3006,MED2321,42,2019-05-09
STK13201,SHOP3116,MED2852,13,2025-01-13
STK13202,SHOP3068,MED2253,28,2019-02-19
STK13203,SHOP3011,MED2374,17,2020-01-14
STK13204,SHOP3002,MED2237,45,2019-10-02
STK13205,SHOP3056,MED2423,64,2024-05-22
STK13206,SHOP3139,MED2192,12,2022-07-10
STK13207,SHOP3056,MED2719,,2020-10-31
STK13208,SHOP3112,MED2728,33,2023-12-06
STK13209,SHOP3123,MED2818,24,2022-01-17
STK13210,SHOP3146,MED2964,39,2022-12-08
STK13211,SHOP3078,MED2961,5,2021-07-01
STK13212,SHOP3134,MED2662,56,2022-07-04
STK13213,SHOP3102,MED2215,26,2025-02-16
STK13214,SHOP3023,MED2924,,2022-09-14
STK13215,SHOP3059,MED2132,20,2022-05-30
STK13216,SHOP3122,MED2778,19,2021-01-10
STK13217,SHOP3020,MED2778,35,2020-10-18
STK13218,SHOP3135,MED2695,27,2024-09-25
STK13219,SHOP3027,MED2068,34,2024-06-08
STK13220,SHOP3092,MED2952,34,2019-06-28
STK13221,SHOP3112,MED2743,39,2025-06-29
STK13222,SHOP3056,MED2494,35,2021-05-20
STK13223,SHOP3140,MED2442,34,2023-06-12
STK13224,SHOP3145,MED2436,36,2023-01-19
STK13225,SHOP3114,MED2954,27,2025-07-12
STK13226,SHOP3087,MED2423,31,2024-11-04
STK13227,SHOP3008,MED2249,28,2022-09-04
STK13228,SHOP3105,MED2018,24,2025-08-23
STK13229,SHOP3142,MED2346,8,2019-09-13
STK13230,SHOP3035,MED2026,9,2024-03-25
STK13231,SHOP3005,MED2776,26,2022-01-24
STK13232,SHOP3115,MED2101,31,2025-08-14
STK13233,SHOP3026,MED2028,52,2021-11-28
STK13234,SHOP3103,MED2751,44,2024-07-16
STK13235,SHOP3018,MED2481,8,2020-01-10
STK13236,SHOP3049,MED2391,25,2022-12-28
STK13237,SHOP3060,MED2662,24,2019-06-14
STK13238,SHOP3142,MED2011,13,2020-02-24
STK13239,SHOP3018,MED2821,17,2024-11-29
STK13240,SHOP3093,MED2418,51,2024-04-23
STK13241,SHOP3130,MED2753,32,2020-07-24
STK13242,SHOP3114,MED2973,5,2021-04-18
STK13243,SHOP3033,MED2784,45,2022-04-30
STK13244,SHOP3132,MED2089,19,2024-03-24
STK13245,SHOP3005,MED2522,49,2021-01-18
STK13246,SHOP3061,MED2675,12,2024-02-07
STK13247,SHOP3030,MED2983,19,2019-11-04
STK13248,SHOP3034,MED2917,23,2023-11-21
STK13249,SHOP3148,MED2707,44,2020-09-06
STK13250,SHOP3051,MED2838,1,2025-08-09
STK13251,SHOP3117,MED2274,26,2025-01-19
STK13252,SHOP3142,MED2931,28,2020-06-19
STK13253,SHOP3088,MED2102,2,2019-12-05
STK13254,SHOP3129,MED2483,56,2024-05-16
STK13255,SHOP3003,MED2614,40,2024-07-08
STK13256,SHOP3018,MED2413,25,2023-11-25
STK13257,SHOP3123,MED2135,43,2021-01-02
STK13258,SHOP3027,MED2651,46,2024-06-25
STK13259,SHOP3031,MED2851,9,2021-06-09
STK13260,SHOP3105,MED2478,53,2024-09-13
STK13261,SHOP3111,MED2596,27,2021-12-09
STK13262,SHOP3017,MED2315,35,2019-04-05
STK13263,SHOP3027,MED2616,11,2020-09-07
STK13264,SHOP3068,MED2602,24,2019-04-27
STK13265,SHOP3109,MED2812,54,2020-05-10
STK13266,SHOP3003,MED2673,34,2024-01-25
STK13267,SHOP3049,MED2819,,2024-01-25
STK13268,SHOP3007,MED2262,25,2022-10-27
STK13269,SHOP3107,MED2977,29,2022-12-08
STK13270,SHOP3117,MED2309,20,2020-08-03
STK13271,SHOP3056,MED2817,26,2022-12-08
STK13272,SHOP3091,MED2436,40,2020-02-20
STK13273,SHOP3044,MED2826,36,2021-06-29
STK13274,SHOP3101,MED2659,5,2021-05-20
STK13275,SHOP3108,MED2726,27,2020-02-23
STK13276,SHOP3009,MED2842,42,2024-06-13
STK13277,SHOP3077,MED2284,36,2019-07-12
STK13278,SHOP3125,MED2663,,2020-07-20
STK13279,SHOP3124,MED2875,27,2025-03-27
STK13280,SHOP3148,MED2257,5,2021-11-21
STK13281,SHOP3115,MED2382,27,2020-12-03
STK13282,SHOP3019,MED2893,15,2024-02-11
STK13283,SHOP3053,MED2969,5,2019-03-22
STK13284,SHOP3106,MED2384,54,2022-09-15
STK13285,SHOP3011,MED2054,9,2020-10-16
STK13286,SHOP3078,MED2802,35,2020-05-09
STK13287,SHOP3016,MED2636,37,2023-08-28
STK13288,SHOP3044,MED2533,17,2025-04-16
STK13289,SHOP3011,MED2177,,2022-05-12
STK13290,SHOP3102,MED2004,22,2022-11-27
STK13291,SHOP3104,MED2765,22,2023-11-09
STK13292,SHOP3024,MED2456,20,2022-08-29
STK13293,SHOP3136,MED2643,12,2024-08-26
STK13294,SHOP3065,MED2086,37,2022-10-05
STK13295,SHOP3074,MED2491,31,2020-10-01
STK13296,SHOP3036,MED2507,32,2019-02-04
STK13297,SHOP3023,MED2458,34,2024-10-04
STK13298,SHOP3033,MED2142,24,2024-12-25
STK13299,SHOP3043,MED2811,29,2025-05-12
STK13300,SHOP3011,MED2289,29,2024-03-09
STK13301,SHOP3077,MED2763,21,2021-06-01
STK13302,SHOP3121,MED2124,21,2023-08-24
STK13303,SHOP3032,MED2332,24,2019-01-08
STK13304,SHOP3120,MED2423,26,2021-03-18
STK13305,SHOP3085,MED2837,13,2024-10-25
STK13306,SHOP3024,MED2404,26,2025-03-15
STK13307,SHOP3012,MED2439,28,2024-11-15
STK13308,SHOP3057,MED2825,15,2019-09-09
STK13309,SHOP3061,MED2349,31,2022-12-19
STK13310,SHOP3004,MED2622,47,2022-03-14
STK13311,SHOP3080,MED2959,40,2023-09-09
STK13312,SHOP3024,MED2234,24,2023-05-05
STK13313,SHOP3106,MED2831,39,2021-07-19
STK13314,SHOP3010,MED2902,45,2022-06-21
STK13315,SHOP3036,MED2817,24,2024-06-23
STK13316,SHOP3108,MED2755,18,2019-02-27
STK13317,SHOP3133,MED2467,58,2019-09-10
STK13318,SHOP3114,MED2333,35,2023-08-17
STK13319,SHOP3018,MED2257,29,2023-10-24
STK13320,SHOP3040,MED2696,3,2022-09-17
STK13321,SHOP3090,MED2302,44,2022-05-16
STK13322,SHOP3057,MED2185,31,2024-05-31
STK13323,SHOP3057,MED2057,26,2020-04-09
STK13324,SHOP3112,MED2138,58,2020-08-31
STK13325,SHOP3044,MED2596,16,2025-01-22
STK13326,SHOP3077,MED2631,16,2023-05-19
STK13327,SHOP3040,MED2853,44,2020-07-02
STK13328,SHOP3113,MED2369,45,2023-05-20
STK13329,SHOP3030,MED2028,19,2023-05-24
STK13330,SHOP3093,MED2446,6,2024-05-01
STK13331,SHOP3096,MED2366,58,2022-09-09
STK13332,SHOP3044,MED2160,31,2024-05-23
STK13333,SHOP3013,MED2113,21,2022-02-06
STK13334,SHOP3092,MED2814,46,2023-07-02
STK13335,SHOP3054,MED2242,19,2023-03-04
STK13336,SHOP3146,MED2661,28,2020-05-17
STK13337,SHOP3098,MED2631,24,2024-05-15
STK13338,SHOP3048,MED2200,20,2024-12-16
STK13339,SHOP3081,MED2212,34,2024-04-04
STK13340,SHOP3107,MED2687,31,2025-04-07
STK13341,SHOP3088,MED2437,21,2019-08-03
STK13342,SHOP3052,MED2083,37,2022-05-15
STK13343,SHOP3052,MED2433,17,2019-02-18
STK13344,SHOP3023,MED2257,22,2021-07-05
STK13345,SHOP3107,MED2905,39,2021-04-30
STK13346,SHOP3112,MED2970,9,2024-11-07
STK13347,SHOP3141,MED2865,,2020-02-03
STK13348,SHOP3011,MED2612,32,2022-07-02
STK13349,SHOP3140,MED2026,31,2022-06-02
STK13350,SHOP3093,MED2455,31,2020-10-18
STK13351,SHOP3026,MED2773,22,2024-11-30
STK13352,SHOP3089,MED2743,22,2024-10-08
STK13353,SHOP3115,MED2434,14,2024-11-29
STK13354,SHOP3043,MED2475,19,2019-03-30
STK13355,SHOP3089,MED2706,48,2021-06-10
STK13356,SHOP3067,MED2157,18,2025-01-07
STK13357,SHOP3084,MED2213,42,2024-10-23
STK13358,SHOP3064,MED2310,30,2021-01-08
STK13359,SHOP3083,MED2731,11,2020-08-07
STK13360,SHOP3117,MED2173,46,2024-05-30
STK13361,SHOP3006,MED2694,12,2025-02-21
STK13362,SHOP3054,MED2570,46,2020-06-08
STK13363,SHOP3024,MED2790,,2021-09-27
STK13364,SHOP3014,MED2687,19,2023-04-27
STK13365,SHOP3022,MED2331,28,2021-05-12
STK13366,SHOP3092,MED2847,54,2020-11-23
STK13367,SHOP3016,MED2369,17,2022-03-27
STK13368,SHOP3060,MED2926,43,2020-09-03
STK13369,SHOP3085,MED2394,23,2019-05-22
STK13370,SHOP3055,MED2575,28,2022-07-31
STK13371,SHOP3061,MED2147,31,2021-04-20
STK13372,SHOP3040,MED2660,29,2025-02-26
STK13373,SHOP3111,MED2689,48,2023-03-18
STK13374,SHOP3045,MED2995,8,2025-08-18
STK13375,SHOP3088,MED2597,20,2023-10-29
STK13376,SHOP3148,MED2397,6,2021-05-28
STK13377,SHOP3123,MED2131,42,2025-06-29
STK13378,SHOP3143,MED2956,1,2019-08-21
STK13379,SHOP3091,MED2263,41,2021-12-23
STK13380,SHOP3079,MED2407,21,2022-08-18
STK13381,SHOP3132,MED2302,43,2022-07-27
STK13382,SHOP3130,MED2191,30,2019-09-29
STK13383,SHOP3145,MED2061,33,2022-08-18
STK13384,SHOP3145,MED2729,46,2022-07-06
STK13385,SHOP3149,MED2000,27,2022-07-31
STK13386,SHOP3021,MED2940,22,2022-06-19
STK13387,SHOP3026,MED2190,26,2024-02-04
STK13388,SHOP3058,MED2678,49,2021-06-01
STK13389,SHOP3073,MED2081,46,2020-01-20
STK13390,SHOP3039,MED2977,46,2019-06-24
STK13391,SHOP3066,MED2631,31,2019-05-27
STK13392,SHOP3079,MED2138,14,2021-11-16
STK13393,SHOP3117,MED2622,3,2020-06-02
STK13394,SHOP3133,MED2967,38,2021-12-02
STK13395,SHOP3013,MED2363,62,2023-09-10
STK13396,SHOP3006,MED2447,36,2024-02-29
STK13397,SHOP3059,MED2605,33,2021-02-06
STK13398,SHOP3029,MED2852,6,2024-01-13
STK13399,SHOP3066,MED2757,58,2024-06-10
STK13400,SHOP3082,MED2703,9,2025-06-28
STK13401,SHOP3039,MED2743,4,2022-01-21
STK13402,SHOP3110,MED2504,52,2022-09-08
STK13403,SHOP3076,MED2440,40,2019-02-10
STK13404,SHOP3081,MED2683,,2023-10-14
STK13405,SHOP3112,MED2374,5,2024-08-25
STK13406,SHOP3083,MED2907,29,2019-09-28
STK13407,SHOP3045,MED2809,38,2025-08-25
STK13408,SHOP3016,MED2757,17,2024-02-12
STK13409,SHOP3074,MED2442,27,2023-09-15
STK13410,SHOP3071,MED2174,44,2019-07-06
STK13411,SHOP3086,MED2971,21,2021-03-19
STK13412,SHOP3100,MED2536,22,2020-01-07
STK13413,SHOP3047,MED2132,38,2020-06-08
STK13414,SHOP3013,MED2220,32,2019-06-24
STK13415,SHOP3111,MED2787,25,2021-03-14
STK13416,SHOP3049,MED2270,49,2025-01-09
STK13417,SHOP3082,MED2277,30,2023-07-17
STK13418,SHOP3026,MED2187,47,2020-12-29
STK13419,SHOP3030,MED2534,53,2022-02-26
STK13420,SHOP3140,MED2932,45,2025-07-17
STK13421,SHOP3034,MED2708,,2022-06-27
STK13422,SHOP3077,MED2874,21,2019-11-24
STK13423,SHOP3048,MED2539,,2019-12-14
STK13424,SHOP3127,MED2267,20,2024-12-24
STK13425,SHOP3031,MED2529,42,2023-09-25
STK13426,SHOP3092,MED2361,18,2019-11-30
STK13427,SHOP3006,MED2024,16,2019-05-22
STK13428,SHOP3125,MED2063,11,2024-04-27
STK13429,SHOP3117,MED2551,24,2024-03-20
STK13430,SHOP3058,MED2862,37,2019-09-30
STK13431,SHOP3133,MED2490,43,2021-11-17
STK13432,SHOP3141,MED2434,14,2021-06-01
STK13433,SHOP3149,MED2646,29,2019-11-21
STK13434,SHOP3146,MED2221,39,2020-06-26
STK13435,SHOP3010,MED2999,32,2021-03-17
STK13436,SHOP3124,MED2247,35,2019-01-23
STK13437,SHOP3024,MED2465,37,2024-10-28
STK13438,SHOP3032,MED2324,26,2021-05-21
STK13439,SHOP3058,MED2205,9,2021-09-26
STK13440,SHOP3003,MED2128,3,2025-02-17
STK13441,SHOP3149,MED2743,23,2024-02-13
STK13442,SHOP3125,MED2514,,2019-08-12
STK13443,SHOP3035,MED2836,30,2019-08-28
STK13444,SHOP3056,MED2087,3,2022-09-16
STK13445,SHOP3123,MED2580,17,2021-07-01
STK13446,SHOP3034,MED2730,23,2022-09-19
STK13447,SHOP3000,MED2686,7,2024-08-05
STK13448,SHOP3008,MED2330,29,2025-02-22
STK13449,SHOP3036,MED2818,12,2023-10-22
STK13450,SHOP3138,MED2766,48,2019-11-04
STK13451,SHOP3102,MED2253,25,2023-08-17
STK13452,SHOP3019,MED2809,32,2024-10-03
STK13453,SHOP3004,MED2673,36,2019-03-02
STK13454,SHOP3096,MED2396,20,2024-02-13
STK13455,SHOP3012,MED2386,23,2024-06-26
STK13456,SHOP3020,MED2775,38,2019-12-31
STK13457,SHOP3119,MED2019,48,2023-01-20
STK13458,SHOP3026,MED2662,2,2024-03-09
STK13459,SHOP3037,MED2006,38,2024-12-14
STK13460,SHOP3132,MED2607,23,2020-03-28
STK13461,SHOP3020,MED2123,18,2021-01-27
STK13462,SHOP3088,MED2814,60,2022-09-12
STK13463,SHOP3081,MED2441,41,2024-10-08
STK13464,SHOP3019,MED2453,34,2021-04-17
STK13465,SHOP3005,MED2404,1,2025-01-09
STK13466,SHOP3134,MED2911,10,2025-07-26
STK13467,SHOP3099,MED2271,16,2025-06-28
STK13468,SHOP3008,MED2048,17,2023-01-12
STK13469,SHOP3148,MED2780,13,2019-06-12
STK13470,SHOP3148,MED2182,8,2022-04-03
STK13471,SHOP3128,MED2167,18,2022-05-19
STK13472,SHOP3113,MED2993,24,2021-06-24
STK13473,SHOP3053,MED2074,24,2023-01-31
STK13474,SHOP3014,MED2282,9,2019-01-04
STK13475,SHOP3074,MED2652,38,2023-07-23
STK13476,SHOP3050,MED2207,19,2024-04-14
STK13477,SHOP3110,MED2193,41,2019-01-14
STK13478,SHOP3149,MED2268,25,2023-09-12
STK13479,SHOP3125,MED2664,32,2020-09-13
STK13480,SHOP3021,MED2055,32,2024-03-13
STK13481,SHOP3098,MED2584,47,2023-12-13
STK13482,SHOP3091,MED2662,47,2025-09-01
STK13483,SHOP3054,MED2704,28,2022-06-15
STK13484,SHOP3028,MED2475,44,2019-04-03
STK13485,SHOP3130,MED2641,19,2024-11-26
STK13486,SHOP3019,MED2740,48,2024-07-28
STK13487,SHOP3061,MED2920,34,2023-10-30
STK13488,SHOP3140,MED2750,29,2021-04-20
STK13489,SHOP3091,MED2384,7,2025-07-11
STK13490,SHOP3129,MED2128,57,2024-01-04
STK13491,SHOP3111,MED2803,23,2023-12-09
STK13492,SHOP3127,MED2700,,2019-03-11
STK13493,SHOP3143,MED2212,46,2019-03-07
STK13494,SHOP3078,MED2575,56,2023-09-10
STK13495,SHOP3116,MED2648,32,2022-11-05
STK13496,SHOP3043,MED2348,18,2025-07-04
STK13497,SHOP3042,MED2103,34,2020-12-23
STK13498,SHOP3088,MED2974,,2020-07-19
STK13499,SHOP3093,MED2248,31,2022-09-02
STK13500,SHOP3118,MED2517,11,2020-08-17
STK13501,SHOP3072,MED2712,42,2022-07-08
STK13502,SHOP3031,MED2066,52,2021-12-18
STK13503,SHOP3089,MED2409,50,2022-05-03
STK13504,SHOP3079,MED2046,54,2020-10-31
STK13505,SHOP3109,MED2106,53,2020-08-19
STK13506,SHOP3138,MED2049,31,2019-07-15
STK13507,SHOP3027,MED2960,44,2021-04-15
STK13508,SHOP3129,MED2805,,2020-08-24
STK13509,SHOP3039,MED2642,42,2024-03-06
STK13510,SHOP3049,MED2704,,2023-09-25
STK13511,SHOP3047,MED2648,26,2022-07-03
STK13512,SHOP3047,MED2774,7,2023-04-24
STK13513,SHOP3010,MED2081,43,2020-03-14
STK13514,SHOP3060,MED2606,,2024-04-15
STK13515,SHOP3088,MED2223,22,2024-12-24
STK13516,SHOP3056,MED2012,52,2025-05-20
STK13517,SHOP3084,MED2918,33,2022-03-03
STK13518,SHOP3040,MED2808,,2024-12-08
STK13519,SHOP3014,MED2255,19,2023-06-10
STK13520,SHOP3024,MED2991,67,2023-02-15
STK13521,SHOP3141,MED2638,24,2022-08-07
STK13522,SHOP3062,MED2447,40,2020-03-07
STK13523,SHOP3098,MED2008,19,2022-01-26
STK13524,SHOP3070,MED2841,43,2024-10-07
STK13525,SHOP3111,MED2291,,2025-03-31
STK13526,SHOP3141,MED2346,21,2019-08-28
STK13527,SHOP3104,MED2331,12,2023-06-18
STK13528,SHOP3067,MED2785,40,2024-10-15
STK13529,SHOP3102,MED2815,19,2024-05-28
STK13530,SHOP3137,MED2721,33,2021-05-27
STK13531,SHOP3114,MED2313,29,2023-03-13
STK13532,SHOP3125,MED2185,11,2021-03-07
STK13533,SHOP3132,MED2946,21,2022-05-18
STK13534,SHOP3122,MED2622,46,2019-02-21
STK13535,SHOP3107,MED2284,12,2023-11-23
STK13536,SHOP3136,MED2367,13,2022-11-15
STK13537,SHOP3065,MED2742,29,2019-04-11
STK13538,SHOP3070,MED2508,,2025-01-28
STK13539,SHOP3122,MED2086,29,2021-05-03
STK13540,SHOP3149,MED2841,11,2020-02-28
STK13541,SHOP3119,MED2397,47,2024-06-19
STK13542,SHOP3135,MED2969,47,2019-03-19
STK13543,SHOP3043,MED2872,24,2025-06-18
STK13544,SHOP3043,MED2154,16,2024-02-15
STK13545,SHOP3050,MED2142,17,2025-07-14
STK13546,SHOP3141,MED2555,22,2024-08-03
STK13547,SHOP3121,MED2772,9,2021-09-13
STK13548,SHOP3038,MED2869,22,2020-02-01
STK13549,SHOP3094,MED2402,52,2020-11-07
STK13550,SHOP3054,MED2373,36,2019-11-09
STK13551,SHOP3039,MED2295,34,2020-07-28
STK13552,SHOP3058,MED2889,21,2021-11-06
STK13553,SHOP3111,MED2728,32,2021-12-09
STK13554,SHOP3117,MED2576,35,2025-02-05
STK13555,SHOP3006,MED2416,50,2022-08-08
STK13556,SHOP3061,MED2754,40,2023-04-02
STK13557,SHOP3083,MED2693,39,2025-05-31
STK13558,SHOP3019,MED2981,38,2025-02-20
STK13559,SHOP3033,MED2450,27,2023-08-09
STK13560,SHOP3092,MED2928,36,2019-10-01
STK13561,SHOP3117,MED2511,6,2023-07-26
STK13562,SHOP3070,MED2284,37,2020-09-01
STK13563,SHOP3005,MED2622,48,2021-12-19
STK13564,SHOP3148,MED2994,13,2024-05-27
STK13565,SHOP3052,MED2628,38,2021-05-29
STK13566,SHOP3120,MED2804,42,2022-12-24
STK13567,SHOP3118,MED2812,15,2020-10-07
STK13568,SHOP3071,MED2781,15,2024-10-18
STK13569,SHOP3111,MED2077,18,2020-09-08
STK13570,SHOP3004,MED2894,39,2025-06-27
STK13571,SHOP3056,MED2243,38,2023-06-26
STK13572,SHOP3011,MED2229,44,2020-08-11
STK13573,SHOP3055,MED2738,25,2022-10-05
STK13574,SHOP3074,MED2451,52,2025-07-23
STK13575,SHOP3049,MED2840,34,2024-04-20
STK13576,SHOP3075,MED2321,10,2022-11-02
STK13577,SHOP3133,MED2966,2,2023-04-13
STK13578,SHOP3034,MED2543,,2021-06-09
STK13579,SHOP3114,MED2019,14,2024-03-15
STK13580,SHOP3005,MED2813,30,2020-02-11
STK13581,SHOP3016,MED2857,45,2019-05-31
STK13582,SHOP3099,MED2080,43,2021-01-16
STK13583,SHOP3122,MED2855,12,2023-08-07
STK13584,SHOP3144,MED2696,24,2021-12-16
STK13585,SHOP3057,MED2606,37,2025-08-14
STK13586,SHOP3064,MED2359,,2025-06-23
STK13587,SHOP3018,MED2713,57,2023-05-14
STK13588,SHOP3061,MED2710,,2024-12-26
STK13589,SHOP3148,MED2411,36,2021-05-26
STK13590,SHOP3029,MED2748,12,2023-08-17
STK13591,SHOP3030,MED2393,36,2024-08-08
STK13592,SHOP3068,MED2342,41,2021-02-04
STK13593,SHOP3124,MED2510,28,2024-10-23
STK13594,SHOP3063,MED2590,42,2024-06-28
STK13595,SHOP3007,MED2054,5,2019-08-30
STK13596,SHOP3058,MED2484,29,2020-03-03
STK13597,SHOP3149,MED2956,44,2023-05-08
STK13598,SHOP3054,MED2690,10,2023-02-23
STK13599,SHOP3110,MED2720,10,2023-04-24
STK13600,SHOP3145,MED2815,19,2020-07-27
STK13601,SHOP3024,MED2409,21,2019-01-01
STK13602,SHOP3020,MED2324,36,2023-02-06
STK13603,SHOP3056,MED2558,,2022-02-20
STK13604,SHOP3099,MED2547,32,2023-01-27
STK13605,SHOP3060,MED2442,39,2025-04-06
STK13606,SHOP3111,MED2112,41,2020-09-09
STK13607,SHOP3034,MED2067,24,2023-06-20
STK13608,SHOP3142,MED2301,34,2024-01-20
STK13609,SHOP3139,MED2240,48,2021-08-03
STK13610,SHOP3103,MED2225,25,2021-04-15
STK13611,SHOP3121,MED2206,31,2021-02-09
STK13612,SHOP3066,MED2280,37,2025-05-12
STK13613,SHOP3030,MED2997,20,2019-04-14
STK13614,SHOP3033,MED2188,13,2025-05-14
STK13615,SHOP3035,MED2100,45,2024-07-25
STK13616,SHOP3046,MED2601,36,2025-06-19
STK13617,SHOP3122,MED2122,6,2020-06-17
STK13618,SHOP3130,MED2199,46,2020-12-07
STK13619,SHOP3095,MED2689,10,2022-05-25
STK13620,SHOP3098,MED2647,6,2021-04-15
STK13621,SHOP3030,MED2665,,2023-09-06
STK13622,SHOP3040,MED2712,56,2022-08-10
STK13623,SHOP3025,MED2046,39,2023-04-16
STK13624,SHOP3110,MED2588,48,2022-07-14
STK13625,SHOP3124,MED2599,31,2021-12-29
STK13626,SHOP3117,MED2721,48,2019-02-13
STK13627,SHOP3075,MED2204,35,2019-12-25
STK13628,SHOP3081,MED2631,31,2023-08-09
STK13629,SHOP3010,MED2210,25,2022-07-27
STK13630,SHOP3146,MED2085,0,2019-04-02
STK13631,SHOP3069,MED2056,31,2025-05-11
STK13632,SHOP3133,MED2689,43,2024-01-14
STK13633,SHOP3019,MED2184,25,2023-09-25
STK13634,SHOP3089,MED2674,18,2023-08-02
STK13635,SHOP3073,MED2318,42,2020-03-10
STK13636,SHOP3108,MED2051,38,2020-02-29
STK13637,SHOP3028,MED2723,30,2021-01-09
STK13638,SHOP3077,MED2700,,2025-05-24
STK13639,SHOP3011,MED2684,19,2020-11-10
STK13640,SHOP3119,MED2632,14,2022-02-26
STK13641,SHOP3023,MED2926,24,2024-02-22
STK13642,SHOP3128,MED2461,33,2023-10-14
STK13643,SHOP3040,MED2995,32,2019-04-26
STK13644,SHOP3046,MED2623,18,2021-11-08
STK13645,SHOP3069,MED2838,37,2021-05-11
STK13646,SHOP3067,MED2811,38,2023-06-14
STK13647,SHOP3014,MED2500,28,2022-09-04
STK13648,SHOP3072,MED2976,,2022-08-15
STK13649,SHOP3037,MED2437,39,2019-12-13
STK13650,SHOP3086,MED2139,,2024-05-17
STK13651,SHOP3030,MED2251,20,2022-06-07
STK13652,SHOP3055,MED2539,40,2022-06-07
STK13653,SHOP3033,MED2612,43,2020-12-08
STK13654,SHOP3091,MED2122,32,2020-08-01
STK13655,SHOP3024,MED2474,47,2024-07-21
STK13656,SHOP3055,MED2624,54,2019-02-03
STK13657,SHOP3106,MED2608,27,2024-03-26
STK13658,SHOP3041,MED2833,5,2022-01-27
STK13659,SHOP3091,MED2305,16,2021-08-24
STK13660,SHOP3147,MED2018,37,2020-06-26
STK13661,SHOP3097,MED2151,29,2025-06-24
